token,date,price,volume,market_cap,holders,sentiment_score,label
SRM,2024-12-18 23:59:59.999,0.0358360975317954,884012.54,9465113.86,0,0.5,0
SRM,2024-12-19 23:59:59.999,0.03111876562608913,768095.23,8191849.16,0,0.5,0
SRM,2024-12-20 23:59:59.999,0.03334351779565695,858538.18,8741908.48,0,0.5,0
SRM,2024-12-21 23:59:59.999,0.029342655244453772,684652.17,7724297.57,0,0.5,0
SRM,2024-12-22 23:59:59.999,0.030881104949841122,404122.97,8145706.97,0,0.5,0
SRM,2024-12-23 23:59:59.999,0.031456682521222905,487662.29,8280803.98,0,0.5,0
SRM,2024-12-24 23:59:59.999,0.03386145373692573,444862.31,8913847.19,0,0.5,0
SRM,2024-12-25 23:59:59.999,0.03739898250867967,644483.41,9845082.78,0,0.5,0
SRM,2024-12-26 23:59:59.999,0.033915269406547106,527961.51,8914499.87,0,0.5,0
SRM,2024-12-27 23:59:59.999,0.03426541742273636,540447.32,9020188.47,0,0.5,0
SRM,2024-12-28 23:59:59.999,0.034873696655331334,366013.08,9167708.22,0,0.5,0
SRM,2024-12-29 23:59:59.999,0.03381139253117424,568092.85,8900668.84,0,0.5,0
